id	GeneID	Description	Aliases	Mechanism	Isoform1	Isoform2	Time1	Time2
87	AT1G50200	Alanyl-tRNA synthetase;(source:Araport11)	ACD,ALATS	IR	AT1G50200_P1	AT1G50200_ID2	WT_3h	WT_0h
171	AT1G80380	encodes a glycerate kinase which catalyzes the last step of photorespiration C2 cycle.	GLYK	A5	AT1G80380_P3	AT1G80380_P2	WT_3h	WT_0h
214	AT2G31955	COFACTOR OF NITRATE REDUCTASE AND XANTHINE DEHYDROGENASE 2. Encodes a protein involved in molybdenum cofactor biosynthesis. Homologous to E.coli moaA. Expression is abundant in all tissues examined, particularly in roots. Appears to have targeting signals for chloroplast or mitochondria.	CNX2	A3	AT2G31955_ID43	AT2G31955.2	WT_3h	WT_0h
215	AT2G31955	COFACTOR OF NITRATE REDUCTASE AND XANTHINE DEHYDROGENASE 2. Encodes a protein involved in molybdenum cofactor biosynthesis. Homologous to E.coli moaA. Expression is abundant in all tissues examined, particularly in roots. Appears to have targeting signals for chloroplast or mitochondria.	CNX2	A3	AT2G31955_ID48	AT2G31955.2	WT_3h	WT_0h
216	AT2G31955	COFACTOR OF NITRATE REDUCTASE AND XANTHINE DEHYDROGENASE 2. Encodes a protein involved in molybdenum cofactor biosynthesis. Homologous to E.coli moaA. Expression is abundant in all tissues examined, particularly in roots. Appears to have targeting signals for chloroplast or mitochondria.	CNX2	A5	AT2G31955_ID48	AT2G31955.2	WT_3h	WT_0h
217	AT2G31955	COFACTOR OF NITRATE REDUCTASE AND XANTHINE DEHYDROGENASE 2. Encodes a protein involved in molybdenum cofactor biosynthesis. Homologous to E.coli moaA. Expression is abundant in all tissues examined, particularly in roots. Appears to have targeting signals for chloroplast or mitochondria.	CNX2	IR	AT2G31955_ID48	AT2G31955.2	WT_3h	WT_0h
218	AT2G31955	COFACTOR OF NITRATE REDUCTASE AND XANTHINE DEHYDROGENASE 2. Encodes a protein involved in molybdenum cofactor biosynthesis. Homologous to E.coli moaA. Expression is abundant in all tissues examined, particularly in roots. Appears to have targeting signals for chloroplast or mitochondria.	CNX2	IR	AT2G31955_ID43	AT2G31955.2	WT_3h	WT_0h
219	AT2G31955	COFACTOR OF NITRATE REDUCTASE AND XANTHINE DEHYDROGENASE 2. Encodes a protein involved in molybdenum cofactor biosynthesis. Homologous to E.coli moaA. Expression is abundant in all tissues examined, particularly in roots. Appears to have targeting signals for chloroplast or mitochondria.	CNX2	A5	AT2G31955_ID43	AT2G31955_ID47	WT_3h	WT_0h
220	AT2G31955	COFACTOR OF NITRATE REDUCTASE AND XANTHINE DEHYDROGENASE 2. Encodes a protein involved in molybdenum cofactor biosynthesis. Homologous to E.coli moaA. Expression is abundant in all tissues examined, particularly in roots. Appears to have targeting signals for chloroplast or mitochondria.	CNX2	IR	AT2G31955_ID48	AT2G31955_ID47	WT_3h	WT_0h
221	AT2G31955	COFACTOR OF NITRATE REDUCTASE AND XANTHINE DEHYDROGENASE 2. Encodes a protein involved in molybdenum cofactor biosynthesis. Homologous to E.coli moaA. Expression is abundant in all tissues examined, particularly in roots. Appears to have targeting signals for chloroplast or mitochondria.	CNX2	IR	AT2G31955_ID43	AT2G31955_ID47	WT_3h	WT_0h
362	AT3G25740	Encodes a plastid localized methionine aminopeptidase. Formerly called MAP1C, now called MAP1B.	MAP1B,MAP1C	A5	AT3G25740_P2	AT3G25740_ID29	WT_3h	WT_0h
363	AT3G25740	Encodes a plastid localized methionine aminopeptidase. Formerly called MAP1C, now called MAP1B.	MAP1B,MAP1C	IR	AT3G25740_P2	AT3G25740_ID29	WT_3h	WT_0h
364	AT3G25740	Encodes a plastid localized methionine aminopeptidase. Formerly called MAP1C, now called MAP1B.	MAP1B,MAP1C	A3	AT3G25740_P2	AT3G25740_ID31	WT_3h	WT_0h
365	AT3G25740	Encodes a plastid localized methionine aminopeptidase. Formerly called MAP1C, now called MAP1B.	MAP1B,MAP1C	A5	AT3G25740_P2	AT3G25740_ID31	WT_3h	WT_0h
366	AT3G25740	Encodes a plastid localized methionine aminopeptidase. Formerly called MAP1C, now called MAP1B.	MAP1B,MAP1C	IR	AT3G25740_P2	AT3G25740_ID31	WT_3h	WT_0h
367	AT3G25740	Encodes a plastid localized methionine aminopeptidase. Formerly called MAP1C, now called MAP1B.	MAP1B,MAP1C	A5	AT3G25740_P2	AT3G25740_P1	WT_3h	WT_0h
368	AT3G25740	Encodes a plastid localized methionine aminopeptidase. Formerly called MAP1C, now called MAP1B.	MAP1B,MAP1C	IR	AT3G25740_P2	AT3G25740_P1	WT_3h	WT_0h
383	AT3G52180	Encodes a plant-specific glucan phosphatase that contains a noncatalytic  carbohydrate-binding module as well as a dual specificity protein phosphatase domain. SEX4 can dephosphorylate C6- and C3-glucosyl residues on native starch grains and related maltodextrin compounds in vitro. This protein interacts with the plant SnRK AKIN11, binds starch, and is localized in the chloroplast. sex4 mutants have elevated levels of starch.	ATPTPKIS1,ATSEX4,DSP4,SEX4	A3	AT3G52180_P4	AT3G52180_ID2	WT_3h	WT_0h
384	AT3G52180	Encodes a plant-specific glucan phosphatase that contains a noncatalytic  carbohydrate-binding module as well as a dual specificity protein phosphatase domain. SEX4 can dephosphorylate C6- and C3-glucosyl residues on native starch grains and related maltodextrin compounds in vitro. This protein interacts with the plant SnRK AKIN11, binds starch, and is localized in the chloroplast. sex4 mutants have elevated levels of starch.	ATPTPKIS1,ATSEX4,DSP4,SEX4	IR	AT3G52180_P4	AT3G52180_ID2	WT_3h	WT_0h
385	AT3G52180	Encodes a plant-specific glucan phosphatase that contains a noncatalytic  carbohydrate-binding module as well as a dual specificity protein phosphatase domain. SEX4 can dephosphorylate C6- and C3-glucosyl residues on native starch grains and related maltodextrin compounds in vitro. This protein interacts with the plant SnRK AKIN11, binds starch, and is localized in the chloroplast. sex4 mutants have elevated levels of starch.	ATPTPKIS1,ATSEX4,DSP4,SEX4	A5	AT3G52180_P4	AT3G52180_JS5	WT_3h	WT_0h
386	AT3G52180	Encodes a plant-specific glucan phosphatase that contains a noncatalytic  carbohydrate-binding module as well as a dual specificity protein phosphatase domain. SEX4 can dephosphorylate C6- and C3-glucosyl residues on native starch grains and related maltodextrin compounds in vitro. This protein interacts with the plant SnRK AKIN11, binds starch, and is localized in the chloroplast. sex4 mutants have elevated levels of starch.	ATPTPKIS1,ATSEX4,DSP4,SEX4	IR	AT3G52180_P4	AT3G52180_JS5	WT_3h	WT_0h
387	AT3G52180	Encodes a plant-specific glucan phosphatase that contains a noncatalytic  carbohydrate-binding module as well as a dual specificity protein phosphatase domain. SEX4 can dephosphorylate C6- and C3-glucosyl residues on native starch grains and related maltodextrin compounds in vitro. This protein interacts with the plant SnRK AKIN11, binds starch, and is localized in the chloroplast. sex4 mutants have elevated levels of starch.	ATPTPKIS1,ATSEX4,DSP4,SEX4	IR	AT3G52180_P4	AT3G52180_P1	WT_3h	WT_0h
473	AT4G25910	Encodes a protein containing the NFU domain that may be involved in iron-sulfur cluster assembly. Part of a five member gene family, more closely related to NFU1 and 2 than to NFU4 and 5. Targeted to the chloroplast. The mRNA is cell-to-cell mobile.	ATCNFU3,NFU3	A3	AT4G25910_s1	AT4G25910_ID4	WT_3h	WT_0h
474	AT4G25910	Encodes a protein containing the NFU domain that may be involved in iron-sulfur cluster assembly. Part of a five member gene family, more closely related to NFU1 and 2 than to NFU4 and 5. Targeted to the chloroplast. The mRNA is cell-to-cell mobile.	ATCNFU3,NFU3	IR	AT4G25910_s1	AT4G25910_ID4	WT_3h	WT_0h
519	AT5G04360	Encodes an enzyme thought to be involved in the hydrolysis of the &	ATLDA,ATPU1,LDA,PU1	A3	AT5G04360_JS18	AT5G04360_ID4	WT_3h	WT_0h
520	AT5G04360	Encodes an enzyme thought to be involved in the hydrolysis of the &	ATLDA,ATPU1,LDA,PU1	A5	AT5G04360_JS18	AT5G04360_ID4	WT_3h	WT_0h
521	AT5G04360	Encodes an enzyme thought to be involved in the hydrolysis of the &	ATLDA,ATPU1,LDA,PU1	IR	AT5G04360_JS18	AT5G04360_ID4	WT_3h	WT_0h
522	AT5G04360	Encodes an enzyme thought to be involved in the hydrolysis of the &	ATLDA,ATPU1,LDA,PU1	A3	AT5G04360_JS18	AT5G04360_JS17	WT_3h	WT_0h
523	AT5G04360	Encodes an enzyme thought to be involved in the hydrolysis of the &	ATLDA,ATPU1,LDA,PU1	A5	AT5G04360_JS18	AT5G04360_JS17	WT_3h	WT_0h
524	AT5G04360	Encodes an enzyme thought to be involved in the hydrolysis of the &	ATLDA,ATPU1,LDA,PU1	IR	AT5G04360_JS18	AT5G04360_JS17	WT_3h	WT_0h
525	AT5G04360	Encodes an enzyme thought to be involved in the hydrolysis of the &	ATLDA,ATPU1,LDA,PU1	A3	AT5G04360_JS18	AT5G04360_P2	WT_3h	WT_0h
526	AT5G04360	Encodes an enzyme thought to be involved in the hydrolysis of the &	ATLDA,ATPU1,LDA,PU1	A5	AT5G04360_JS18	AT5G04360_P2	WT_3h	WT_0h
527	AT5G04360	Encodes an enzyme thought to be involved in the hydrolysis of the &	ATLDA,ATPU1,LDA,PU1	IR	AT5G04360_JS18	AT5G04360_P2	WT_3h	WT_0h
551	AT5G12040	Nitrilase/cyanide hydratase and apolipoprotein N-acyltransferase family protein;(source:Araport11)		IR	AT5G12040.2	AT5G12040_P1	WT_3h	WT_0h
664	AT5G65685	SS5 is a chloroplast-localized protein that is related to the canonical starch synthases (most closely to SS4), but is catalytically inactive. Arabidopsis ss5 mutants have near-normal total transitory starch contents, but produce fewer and larger starch granules in their chloroplast. SS5 can bind to starch in vitro, and interacts with MRC/PII1 in vivo.		A5	AT5G65685_ID2	AT5G65685_ID24	WT_3h	WT_0h
665	AT5G65685	SS5 is a chloroplast-localized protein that is related to the canonical starch synthases (most closely to SS4), but is catalytically inactive. Arabidopsis ss5 mutants have near-normal total transitory starch contents, but produce fewer and larger starch granules in their chloroplast. SS5 can bind to starch in vitro, and interacts with MRC/PII1 in vivo.		IR	AT5G65685_ID2	AT5G65685_ID24	WT_3h	WT_0h
690	AT1G06190	Encodes a  novel ribonucleic acid-binding protein that interacts with the endonuclease RNase E and supports its function in processing plastid ribonucleic acids.	RHON1	IR	AT1G06190_P1	AT1G06190.2	WT_24h	WT_3h
717	AT1G14150	Encodes a subunit of the NAD(P)H dehydrogenase complex located in the chloroplast thylakoid lumen.	PnsL2,PQL1,PQL2	A5	AT1G14150.1	AT1G14150_c1	WT_24h	WT_3h
790	AT1G30520	Encodes a chloroplast O-succinylbenzoyl-CoA ligase. Involved in phylloquinone biosynthesis. Knock mutant is seedling lethal.	AAE14	A3	AT1G30520_P1	AT1G30520_s2	WT_24h	WT_3h
791	AT1G30520	Encodes a chloroplast O-succinylbenzoyl-CoA ligase. Involved in phylloquinone biosynthesis. Knock mutant is seedling lethal.	AAE14	IR	AT1G30520_P1	AT1G30520_s2	WT_24h	WT_3h
924	AT1G72640	NAD(P)-binding Rossmann-fold superfamily protein;(source:Araport11)		A3	AT1G72640_ID19	AT1G72640_P4	WT_24h	WT_3h
925	AT1G72640	NAD(P)-binding Rossmann-fold superfamily protein;(source:Araport11)		A3	AT1G72640_ID14	AT1G72640_P4	WT_24h	WT_3h
973	AT2G01140	Aldolase superfamily protein;(source:Araport11)	AtFBA3,FBA3,PDE345	A3	AT2G01140.1	AT2G01140_ID4	WT_24h	WT_3h
974	AT2G01140	Aldolase superfamily protein;(source:Araport11)	AtFBA3,FBA3,PDE345	A5	AT2G01140.1	AT2G01140_ID4	WT_24h	WT_3h
998	AT2G05710	Encodes an aconitase that can catalyze the conversion of citrate to isocitrate through a cis-aconitate intermediate, indicating that it may participate in the TCA cycle and other primary metabolic pathways. The protein is believed to accumulate in the mitochondria and the cytosol. It affects CSD2 (At2g28190 - a superoxide dismutase) transcript levels and may play a role in the response to oxidative stress. One member of the family (ACO1 - At35830) was shown to specifically bind to the 5' UTR of CSD2 in vitro. ACO3 is tyrosine-phosphorylated and its phosphorylation state is modulated in response to ABA in Arabidopsis thaliana seeds. The mRNA is cell-to-cell mobile.	ACO3	A3	AT2G05710_P1	AT2G05710_ID13	WT_24h	WT_3h
999	AT2G05710	Encodes an aconitase that can catalyze the conversion of citrate to isocitrate through a cis-aconitate intermediate, indicating that it may participate in the TCA cycle and other primary metabolic pathways. The protein is believed to accumulate in the mitochondria and the cytosol. It affects CSD2 (At2g28190 - a superoxide dismutase) transcript levels and may play a role in the response to oxidative stress. One member of the family (ACO1 - At35830) was shown to specifically bind to the 5' UTR of CSD2 in vitro. ACO3 is tyrosine-phosphorylated and its phosphorylation state is modulated in response to ABA in Arabidopsis thaliana seeds. The mRNA is cell-to-cell mobile.	ACO3	A5	AT2G05710_P1	AT2G05710_ID13	WT_24h	WT_3h
1049	AT2G25080	Encodes glutathione peroxidase. The mRNA is cell-to-cell mobile.	ATGPX1,GPX1,GPXL1	A5	AT2G25080_P1	AT2G25080_ID1	WT_24h	WT_3h
1082	AT2G30170	Encodes a chloroplast PP2C phosphatase that is required for efficient dephosphorylation of PSII proteins and involved in light acclimation.Loss of function enhances immunity to bacterial pathogens.	PBCP	IR	AT2G30170_P4	AT2G30170_P5	WT_24h	WT_3h
1161	AT2G47450	A component of the chloroplast signal recognition particle pathway that is involved in LHCP targeting.  It is downregulated in response to high light. It recognizes the DPLG motif in Lhcb1. The mRNA is cell-to-cell mobile.	CAO,CPSRP43	IR	AT2G47450_P1	AT2G47450_s1	WT_24h	WT_3h
1175	AT3G01500	Encodes a putative beta-carbonic anhydrase betaCA1.  Together with betaCA4 (At1g70410) regulates CO2-controlled stomatal movements in guard cells, as well as attenuates immunity. Differential CA gene expression in response to changing atmospheric CO2 conditions contribute to altered disease resistance levels. Activated by OXS2 under the treatment of salt.	ATBCA1,ATSABP3,CA1,SABP3	IR	AT3G01500_ID11	AT3G01500.2	WT_24h	WT_3h
1261	AT3G25740	Encodes a plastid localized methionine aminopeptidase. Formerly called MAP1C, now called MAP1B.	MAP1B,MAP1C	A3	AT3G25740_ID31	AT3G25740_P2	WT_24h	WT_3h
1262	AT3G25740	Encodes a plastid localized methionine aminopeptidase. Formerly called MAP1C, now called MAP1B.	MAP1B,MAP1C	A5	AT3G25740_ID31	AT3G25740_P2	WT_24h	WT_3h
1263	AT3G25740	Encodes a plastid localized methionine aminopeptidase. Formerly called MAP1C, now called MAP1B.	MAP1B,MAP1C	A5	AT3G25740_ID29	AT3G25740_P2	WT_24h	WT_3h
1264	AT3G25740	Encodes a plastid localized methionine aminopeptidase. Formerly called MAP1C, now called MAP1B.	MAP1B,MAP1C	IR	AT3G25740_ID31	AT3G25740_P2	WT_24h	WT_3h
1265	AT3G25740	Encodes a plastid localized methionine aminopeptidase. Formerly called MAP1C, now called MAP1B.	MAP1B,MAP1C	IR	AT3G25740_ID29	AT3G25740_P2	WT_24h	WT_3h
1278	AT3G27925	Encodes a DegP protease; nuclear gene encoding chloroplast-targeted protease that can degrade two lumenal proteins, plastocyanin and OE33, suggesting a role as a general-purpose protease in the thylakoid lumen.  Involved in the degradation of D1 protein of PS II, hence participating in the repair of PS II damages caused by photoinhibition. The mRNA is cell-to-cell mobile.	DEG1,DEGP1	IR	AT3G27925_P1	AT3G27925_P2	WT_24h	WT_3h
1309	AT3G54050	Encodes a chloroplastic fructose 1,6-bisphosphate phosphatase. also known as HCEF1 (High Cyclic Electron Flow 1). hcef1 mutants have constitutively elevated electron flow (CEFI) and plants with antisense suppression of this enzyme have higher levels of net leaf photosynthesis  and increased sucrose biosynthesis. The mRNA is cell-to-cell mobile.	cfbp1,HCEF1	A5	AT3G54050_P1	AT3G54050_JC2	WT_24h	WT_3h
1310	AT3G54050	Encodes a chloroplastic fructose 1,6-bisphosphate phosphatase. also known as HCEF1 (High Cyclic Electron Flow 1). hcef1 mutants have constitutively elevated electron flow (CEFI) and plants with antisense suppression of this enzyme have higher levels of net leaf photosynthesis  and increased sucrose biosynthesis. The mRNA is cell-to-cell mobile.	cfbp1,HCEF1	IR	AT3G54050_P1	AT3G54050_JC2	WT_24h	WT_3h
1334	AT3G58610	ketol-acid reductoisomerase;(source:Araport11)		IR	AT3G58610_ID7	AT3G58610_ID9	WT_24h	WT_3h
1335	AT3G58610	ketol-acid reductoisomerase;(source:Araport11)		MES	AT3G58610_ID7	AT3G58610_ID9	WT_24h	WT_3h
1348	AT3G63370	Encodes a chloroplast RNA editing factor.	OTP86	IR	AT3G63370_c1	AT3G63370_P1	WT_24h	WT_3h
1455	AT4G29060	Involved in chloroplast biogenesis and early embryo development. May function as an EF-Ts to regulate plastid translation.	emb2726	A3	AT4G29060_P1	AT4G29060_ID66	WT_24h	WT_3h
1456	AT4G29060	Involved in chloroplast biogenesis and early embryo development. May function as an EF-Ts to regulate plastid translation.	emb2726	A5	AT4G29060_P1	AT4G29060_ID66	WT_24h	WT_3h
1457	AT4G29060	Involved in chloroplast biogenesis and early embryo development. May function as an EF-Ts to regulate plastid translation.	emb2726	ES	AT4G29060_P1	AT4G29060_ID66	WT_24h	WT_3h
1484	AT4G33520	Encodes a putative metal-transporting P-type ATPase PAA1.  An alternative-splicing event of the PAA1 pre-mRNA produces a copper chaperon named PCH1. The mRNA is cell-to-cell mobile.	AtHMAC6,HMA6,PAA1,PCH1	A3	AT4G33520_P2	AT4G33520_JC7	WT_24h	WT_3h
1485	AT4G33520	Encodes a putative metal-transporting P-type ATPase PAA1.  An alternative-splicing event of the PAA1 pre-mRNA produces a copper chaperon named PCH1. The mRNA is cell-to-cell mobile.	AtHMAC6,HMA6,PAA1,PCH1	ES	AT4G33520_P2	AT4G33520_JC7	WT_24h	WT_3h
1499	AT4G35770	Senescence-associated gene that is strongly induced by phosphate starvation.  Transcripts are differentially regulated at the level of mRNA stability at different times of day. mRNAs are targets of the mRNA degradation pathway mediated by the downstream (DST) instability determinant.	ATSEN1,DIN1,SEN1,SEN1	IR	AT4G35770_P1	AT4G35770_P2	WT_24h	WT_3h
1519	AT5G04140	Encodes a gene whose sequence is similar to ferredoxin dependent glutamate synthase (Fd-GOGAT). Expression in leaves is induced by light and sucrose. Proposed to be involved in photorespiration and nitrogen assimilation. The mRNA is cell-to-cell mobile.	FD-GOGAT,GLS1,GLU1,GLUS	IR	AT5G04140_P1	AT5G04140_s1	WT_24h	WT_3h
1520	AT5G04140	Encodes a gene whose sequence is similar to ferredoxin dependent glutamate synthase (Fd-GOGAT). Expression in leaves is induced by light and sucrose. Proposed to be involved in photorespiration and nitrogen assimilation. The mRNA is cell-to-cell mobile.	FD-GOGAT,GLS1,GLU1,GLUS	A3	AT5G04140_P1	AT5G04140_s2	WT_24h	WT_3h
1521	AT5G04140	Encodes a gene whose sequence is similar to ferredoxin dependent glutamate synthase (Fd-GOGAT). Expression in leaves is induced by light and sucrose. Proposed to be involved in photorespiration and nitrogen assimilation. The mRNA is cell-to-cell mobile.	FD-GOGAT,GLS1,GLU1,GLUS	A5	AT5G04140_P1	AT5G04140_s2	WT_24h	WT_3h
1522	AT5G04140	Encodes a gene whose sequence is similar to ferredoxin dependent glutamate synthase (Fd-GOGAT). Expression in leaves is induced by light and sucrose. Proposed to be involved in photorespiration and nitrogen assimilation. The mRNA is cell-to-cell mobile.	FD-GOGAT,GLS1,GLU1,GLUS	ES	AT5G04140_P1	AT5G04140_s2	WT_24h	WT_3h
1539	AT5G09820	Encodes fibrillin 5 (FBN5). Located in chloroplast stroma. Essential for plastoquinone-9 biosynthesis. Stimulates enzymatic activity of solanesyl diphosphate synthases (SPS) 1 and 2 through binding to solanesyl moiety. Two splicing variants, named FBN5-A shorter one and FBN5-B longer one. FBN5-B is the protein detected in chloroplast stroma. Involved in plastoquinone  biosynthesis.	FBN5	IR	AT5G09820_ID9	AT5G09820_P2	WT_24h	WT_3h
1548	AT5G13410	FKBP-like peptidyl-prolyl cis-trans isomerase family protein;(source:Araport11)		IR	AT5G13410_P1	AT5G13410_P2	WT_24h	WT_3h
1582	AT5G20980	Encodes a plastidic methionine synthase, involved in methionine de novo synthesis in the chloroplast	ATMS3,MS3	A3	AT5G20980.2	AT5G20980_P1	WT_24h	WT_3h
1583	AT5G20980	Encodes a plastidic methionine synthase, involved in methionine de novo synthesis in the chloroplast	ATMS3,MS3	IR	AT5G20980.2	AT5G20980_P1	WT_24h	WT_3h
1594	AT5G24120	Encodes a specialized sigma factor that functions in regulation of plastid genes  and is responsible for the light-dependent transcription at the psbD LRP. Activation of SIG5 is dependent upon blue light and mediated by cryptochromes.	ATSIG5,SIG5,SIGE	IR	AT5G24120_P1	AT5G24120_c2	WT_24h	WT_3h
1714	AT5G53860	Encodes a plant-specific protein with a domain similar to the central cysteine-rich domain of DnaJ proteins. It is involved in chloroplast and leaf development.	ANU7,EMB2737,EMB64	A3	AT5G53860.3	AT5G53860.2	WT_24h	WT_3h
1715	AT5G53860	Encodes a plant-specific protein with a domain similar to the central cysteine-rich domain of DnaJ proteins. It is involved in chloroplast and leaf development.	ANU7,EMB2737,EMB64	A5	AT5G53860.3	AT5G53860.2	WT_24h	WT_3h
1716	AT5G53860	Encodes a plant-specific protein with a domain similar to the central cysteine-rich domain of DnaJ proteins. It is involved in chloroplast and leaf development.	ANU7,EMB2737,EMB64	ES	AT5G53860.3	AT5G53860.2	WT_24h	WT_3h
1770	AT5G65685	SS5 is a chloroplast-localized protein that is related to the canonical starch synthases (most closely to SS4), but is catalytically inactive. Arabidopsis ss5 mutants have near-normal total transitory starch contents, but produce fewer and larger starch granules in their chloroplast. SS5 can bind to starch in vitro, and interacts with MRC/PII1 in vivo.		A5	AT5G65685_ID9	AT5G65685_ID26	WT_24h	WT_3h
1771	AT5G65685	SS5 is a chloroplast-localized protein that is related to the canonical starch synthases (most closely to SS4), but is catalytically inactive. Arabidopsis ss5 mutants have near-normal total transitory starch contents, but produce fewer and larger starch granules in their chloroplast. SS5 can bind to starch in vitro, and interacts with MRC/PII1 in vivo.		IR	AT5G65685_ID9	AT5G65685_ID26	WT_24h	WT_3h
1772	AT5G65685	SS5 is a chloroplast-localized protein that is related to the canonical starch synthases (most closely to SS4), but is catalytically inactive. Arabidopsis ss5 mutants have near-normal total transitory starch contents, but produce fewer and larger starch granules in their chloroplast. SS5 can bind to starch in vitro, and interacts with MRC/PII1 in vivo.		A5	AT5G65685_ID24	AT5G65685_ID2	WT_24h	WT_3h
