id	GeneID	Description	Aliases	Mechanism	Isoform1	Isoform2	Time1	Time2
4110	AT3G25740	Encodes a plastid localized methionine aminopeptidase. Formerly called MAP1C, now called MAP1B.	MAP1B,MAP1C	A5	AT3G25740_ID5	AT3G25740_ID31	gun1_0h	WT_0h
4118	AT3G27925	Encodes a DegP protease; nuclear gene encoding chloroplast-targeted protease that can degrade two lumenal proteins, plastocyanin and OE33, suggesting a role as a general-purpose protease in the thylakoid lumen.  Involved in the degradation of D1 protein of PS II, hence participating in the repair of PS II damages caused by photoinhibition. The mRNA is cell-to-cell mobile.	DEG1,DEGP1	IR	AT3G27925_P1	AT3G27925_P2	gun1_0h	WT_0h
4154	AT3G52180	Encodes a plant-specific glucan phosphatase that contains a noncatalytic  carbohydrate-binding module as well as a dual specificity protein phosphatase domain. SEX4 can dephosphorylate C6- and C3-glucosyl residues on native starch grains and related maltodextrin compounds in vitro. This protein interacts with the plant SnRK AKIN11, binds starch, and is localized in the chloroplast. sex4 mutants have elevated levels of starch.	ATPTPKIS1,ATSEX4,DSP4,SEX4	ES	AT3G52180_P4	AT3G52180_P2	gun1_0h	WT_0h
4155	AT3G52180	Encodes a plant-specific glucan phosphatase that contains a noncatalytic  carbohydrate-binding module as well as a dual specificity protein phosphatase domain. SEX4 can dephosphorylate C6- and C3-glucosyl residues on native starch grains and related maltodextrin compounds in vitro. This protein interacts with the plant SnRK AKIN11, binds starch, and is localized in the chloroplast. sex4 mutants have elevated levels of starch.	ATPTPKIS1,ATSEX4,DSP4,SEX4	IR	AT3G52180_P4	AT3G52180_P2	gun1_0h	WT_0h
4156	AT3G52180	Encodes a plant-specific glucan phosphatase that contains a noncatalytic  carbohydrate-binding module as well as a dual specificity protein phosphatase domain. SEX4 can dephosphorylate C6- and C3-glucosyl residues on native starch grains and related maltodextrin compounds in vitro. This protein interacts with the plant SnRK AKIN11, binds starch, and is localized in the chloroplast. sex4 mutants have elevated levels of starch.	ATPTPKIS1,ATSEX4,DSP4,SEX4	A3	AT3G52180_P4	AT3G52180_s1	gun1_0h	WT_0h
4157	AT3G52180	Encodes a plant-specific glucan phosphatase that contains a noncatalytic  carbohydrate-binding module as well as a dual specificity protein phosphatase domain. SEX4 can dephosphorylate C6- and C3-glucosyl residues on native starch grains and related maltodextrin compounds in vitro. This protein interacts with the plant SnRK AKIN11, binds starch, and is localized in the chloroplast. sex4 mutants have elevated levels of starch.	ATPTPKIS1,ATSEX4,DSP4,SEX4	ES	AT3G52180_P4	AT3G52180_s1	gun1_0h	WT_0h
4158	AT3G52180	Encodes a plant-specific glucan phosphatase that contains a noncatalytic  carbohydrate-binding module as well as a dual specificity protein phosphatase domain. SEX4 can dephosphorylate C6- and C3-glucosyl residues on native starch grains and related maltodextrin compounds in vitro. This protein interacts with the plant SnRK AKIN11, binds starch, and is localized in the chloroplast. sex4 mutants have elevated levels of starch.	ATPTPKIS1,ATSEX4,DSP4,SEX4	IR	AT3G52180_P4	AT3G52180_s1	gun1_0h	WT_0h
4176	AT3G58610	ketol-acid reductoisomerase;(source:Araport11)		IR	AT3G58610_P1	AT3G58610.3	gun1_0h	WT_0h
4177	AT3G58610	ketol-acid reductoisomerase;(source:Araport11)		IR	AT3G58610_ID7	AT3G58610_ID9	gun1_0h	WT_0h
4178	AT3G58610	ketol-acid reductoisomerase;(source:Araport11)		MES	AT3G58610_ID7	AT3G58610_ID9	gun1_0h	WT_0h
4179	AT3G58610	ketol-acid reductoisomerase;(source:Araport11)		MES	AT3G58610_P1	AT3G58610_ID9	gun1_0h	WT_0h
4287	AT4G25910	Encodes a protein containing the NFU domain that may be involved in iron-sulfur cluster assembly. Part of a five member gene family, more closely related to NFU1 and 2 than to NFU4 and 5. Targeted to the chloroplast. The mRNA is cell-to-cell mobile.	ATCNFU3,NFU3	IR	AT4G25910_P1	AT4G25910_ID1	gun1_0h	WT_0h
4289	AT4G27440	light-dependent NADPH:protochlorophyllide oxidoreductase B The mRNA is cell-to-cell mobile.	PORB	IR	AT4G27440.1	AT4G27440.2	gun1_0h	WT_0h
4297	AT4G29060	Involved in chloroplast biogenesis and early embryo development. May function as an EF-Ts to regulate plastid translation.	emb2726	A3	AT4G29060_P1	AT4G29060_ID66	gun1_0h	WT_0h
4298	AT4G29060	Involved in chloroplast biogenesis and early embryo development. May function as an EF-Ts to regulate plastid translation.	emb2726	A5	AT4G29060_P1	AT4G29060_ID66	gun1_0h	WT_0h
4299	AT4G29060	Involved in chloroplast biogenesis and early embryo development. May function as an EF-Ts to regulate plastid translation.	emb2726	ES	AT4G29060_P1	AT4G29060_ID66	gun1_0h	WT_0h
4300	AT4G29060	Involved in chloroplast biogenesis and early embryo development. May function as an EF-Ts to regulate plastid translation.	emb2726	A3	AT4G29060_P1	AT4G29060_ID84	gun1_0h	WT_0h
4301	AT4G29060	Involved in chloroplast biogenesis and early embryo development. May function as an EF-Ts to regulate plastid translation.	emb2726	IR	AT4G29060_P1	AT4G29060_ID84	gun1_0h	WT_0h
4302	AT4G29060	Involved in chloroplast biogenesis and early embryo development. May function as an EF-Ts to regulate plastid translation.	emb2726	MES	AT4G29060_P1	AT4G29060_ID84	gun1_0h	WT_0h
4332	AT4G33580	beta carbonic anhydrase 5;(source:Araport11)	ATBCA5,BCA5	A5	AT4G33580_JC19	AT4G33580_P1	gun1_0h	WT_0h
4356	AT5G04140	Encodes a gene whose sequence is similar to ferredoxin dependent glutamate synthase (Fd-GOGAT). Expression in leaves is induced by light and sucrose. Proposed to be involved in photorespiration and nitrogen assimilation. The mRNA is cell-to-cell mobile.	FD-GOGAT,GLS1,GLU1,GLUS	IR	AT5G04140_P1	AT5G04140_s1	gun1_0h	WT_0h
4357	AT5G04360	Encodes an enzyme thought to be involved in the hydrolysis of the &	ATLDA,ATPU1,LDA,PU1	IR	AT5G04360_P2	AT5G04360_JS17	gun1_0h	WT_0h
4379	AT5G09820	Encodes fibrillin 5 (FBN5). Located in chloroplast stroma. Essential for plastoquinone-9 biosynthesis. Stimulates enzymatic activity of solanesyl diphosphate synthases (SPS) 1 and 2 through binding to solanesyl moiety. Two splicing variants, named FBN5-A shorter one and FBN5-B longer one. FBN5-B is the protein detected in chloroplast stroma. Involved in plastoquinone  biosynthesis.	FBN5	IR	AT5G09820_ID9	AT5G09820_P2	gun1_0h	WT_0h
4386	AT5G12040	Nitrilase/cyanide hydratase and apolipoprotein N-acyltransferase family protein;(source:Araport11)		IR	AT5G12040.2	AT5G12040_P1	gun1_0h	WT_0h
4389	AT5G13410	FKBP-like peptidyl-prolyl cis-trans isomerase family protein;(source:Araport11)		IR	AT5G13410_P1	AT5G13410_P2	gun1_0h	WT_0h
4418	AT5G20980	Encodes a plastidic methionine synthase, involved in methionine de novo synthesis in the chloroplast	ATMS3,MS3	A3	AT5G20980.2	AT5G20980_P1	gun1_0h	WT_0h
4419	AT5G20980	Encodes a plastidic methionine synthase, involved in methionine de novo synthesis in the chloroplast	ATMS3,MS3	IR	AT5G20980.2	AT5G20980_P1	gun1_0h	WT_0h
4422	AT5G21170	Encodes AKINbeta1, a subunit of the SnRK1 kinase (Sucrose non-fermenting-1-related protein kinase).  Involved in regulation of nitrogen and sugar metabolism. As part of the regulatory subunit, it binds maltose which promotes kinase activity. Acts as a global regulator of genes involved in carbon, lipid and nitrogen metabolism.	AKINBETA1	IR	AT5G21170.1	AT5G21170_c1	gun1_0h	WT_0h
4516	AT5G53860	Encodes a plant-specific protein with a domain similar to the central cysteine-rich domain of DnaJ proteins. It is involved in chloroplast and leaf development.	ANU7,EMB2737,EMB64	A3	AT5G53860.3	AT5G53860.2	gun1_0h	WT_0h
4517	AT5G53860	Encodes a plant-specific protein with a domain similar to the central cysteine-rich domain of DnaJ proteins. It is involved in chloroplast and leaf development.	ANU7,EMB2737,EMB64	A5	AT5G53860.3	AT5G53860.2	gun1_0h	WT_0h
4518	AT5G53860	Encodes a plant-specific protein with a domain similar to the central cysteine-rich domain of DnaJ proteins. It is involved in chloroplast and leaf development.	ANU7,EMB2737,EMB64	ES	AT5G53860.3	AT5G53860.2	gun1_0h	WT_0h
4574	AT5G66190	Encodes a leaf-type ferredoxin:NADP(H) oxidoreductase.  It is present in both chloroplast stroma and thylakoid membranes but is more abundant in the thylakoid.  The affinity of this enzyme for ferredoxin is slightly, but significantly, higher than AtLFNR2, an isoform of the same enzyme.  AtLFNR1 forms a heterodimer with AtFNR2 and is also a prerequisite to attach AtFNR2 to the thylakoid membrane.	ATLFNR1,FNR1,LFNR1	A5	AT5G66190.1	AT5G66190_ID15	gun1_0h	WT_0h
4597	AT1G06190	Encodes a  novel ribonucleic acid-binding protein that interacts with the endonuclease RNase E and supports its function in processing plastid ribonucleic acids.	RHON1	IR	AT1G06190_P1	AT1G06190.2	gun1_3h	WT_3h
4616	AT1G14150	Encodes a subunit of the NAD(P)H dehydrogenase complex located in the chloroplast thylakoid lumen.	PnsL2,PQL1,PQL2	A5	AT1G14150.1	AT1G14150_c1	gun1_3h	WT_3h
4656	AT1G30520	Encodes a chloroplast O-succinylbenzoyl-CoA ligase. Involved in phylloquinone biosynthesis. Knock mutant is seedling lethal.	AAE14	A3	AT1G30520_s1	AT1G30520_c1	gun1_3h	WT_3h
4657	AT1G30520	Encodes a chloroplast O-succinylbenzoyl-CoA ligase. Involved in phylloquinone biosynthesis. Knock mutant is seedling lethal.	AAE14	A5	AT1G30520_P1	AT1G30520_c1	gun1_3h	WT_3h
4658	AT1G30520	Encodes a chloroplast O-succinylbenzoyl-CoA ligase. Involved in phylloquinone biosynthesis. Knock mutant is seedling lethal.	AAE14	A5	AT1G30520_s1	AT1G30520_c1	gun1_3h	WT_3h
4659	AT1G30520	Encodes a chloroplast O-succinylbenzoyl-CoA ligase. Involved in phylloquinone biosynthesis. Knock mutant is seedling lethal.	AAE14	IR	AT1G30520_s1	AT1G30520_c1	gun1_3h	WT_3h
4660	AT1G30520	Encodes a chloroplast O-succinylbenzoyl-CoA ligase. Involved in phylloquinone biosynthesis. Knock mutant is seedling lethal.	AAE14	IR	AT1G30520_s1	AT1G30520_s2	gun1_3h	WT_3h
4790	AT2G05710	Encodes an aconitase that can catalyze the conversion of citrate to isocitrate through a cis-aconitate intermediate, indicating that it may participate in the TCA cycle and other primary metabolic pathways. The protein is believed to accumulate in the mitochondria and the cytosol. It affects CSD2 (At2g28190 - a superoxide dismutase) transcript levels and may play a role in the response to oxidative stress. One member of the family (ACO1 - At35830) was shown to specifically bind to the 5' UTR of CSD2 in vitro. ACO3 is tyrosine-phosphorylated and its phosphorylation state is modulated in response to ABA in Arabidopsis thaliana seeds. The mRNA is cell-to-cell mobile.	ACO3	A3	AT2G05710_P1	AT2G05710_ID13	gun1_3h	WT_3h
4791	AT2G05710	Encodes an aconitase that can catalyze the conversion of citrate to isocitrate through a cis-aconitate intermediate, indicating that it may participate in the TCA cycle and other primary metabolic pathways. The protein is believed to accumulate in the mitochondria and the cytosol. It affects CSD2 (At2g28190 - a superoxide dismutase) transcript levels and may play a role in the response to oxidative stress. One member of the family (ACO1 - At35830) was shown to specifically bind to the 5' UTR of CSD2 in vitro. ACO3 is tyrosine-phosphorylated and its phosphorylation state is modulated in response to ABA in Arabidopsis thaliana seeds. The mRNA is cell-to-cell mobile.	ACO3	A5	AT2G05710_P1	AT2G05710_ID13	gun1_3h	WT_3h
4833	AT2G25080	Encodes glutathione peroxidase. The mRNA is cell-to-cell mobile.	ATGPX1,GPX1,GPXL1	A5	AT2G25080_P1	AT2G25080_ID1	gun1_3h	WT_3h
4862	AT2G30170	Encodes a chloroplast PP2C phosphatase that is required for efficient dephosphorylation of PSII proteins and involved in light acclimation.Loss of function enhances immunity to bacterial pathogens.	PBCP	IR	AT2G30170_P1	AT2G30170_P6	gun1_3h	WT_3h
4955	AT3G01500	Encodes a putative beta-carbonic anhydrase betaCA1.  Together with betaCA4 (At1g70410) regulates CO2-controlled stomatal movements in guard cells, as well as attenuates immunity. Differential CA gene expression in response to changing atmospheric CO2 conditions contribute to altered disease resistance levels. Activated by OXS2 under the treatment of salt.	ATBCA1,ATSABP3,CA1,SABP3	IR	AT3G01500_ID11	AT3G01500.2	gun1_3h	WT_3h
5099	AT3G54050	Encodes a chloroplastic fructose 1,6-bisphosphate phosphatase. also known as HCEF1 (High Cyclic Electron Flow 1). hcef1 mutants have constitutively elevated electron flow (CEFI) and plants with antisense suppression of this enzyme have higher levels of net leaf photosynthesis  and increased sucrose biosynthesis. The mRNA is cell-to-cell mobile.	cfbp1,HCEF1	A5	AT3G54050_P1	AT3G54050_JC2	gun1_3h	WT_3h
5100	AT3G54050	Encodes a chloroplastic fructose 1,6-bisphosphate phosphatase. also known as HCEF1 (High Cyclic Electron Flow 1). hcef1 mutants have constitutively elevated electron flow (CEFI) and plants with antisense suppression of this enzyme have higher levels of net leaf photosynthesis  and increased sucrose biosynthesis. The mRNA is cell-to-cell mobile.	cfbp1,HCEF1	IR	AT3G54050_P1	AT3G54050_JC2	gun1_3h	WT_3h
5212	AT4G25910	Encodes a protein containing the NFU domain that may be involved in iron-sulfur cluster assembly. Part of a five member gene family, more closely related to NFU1 and 2 than to NFU4 and 5. Targeted to the chloroplast. The mRNA is cell-to-cell mobile.	ATCNFU3,NFU3	IR	AT4G25910_P1	AT4G25910_ID1	gun1_3h	WT_3h
5213	AT4G25910	Encodes a protein containing the NFU domain that may be involved in iron-sulfur cluster assembly. Part of a five member gene family, more closely related to NFU1 and 2 than to NFU4 and 5. Targeted to the chloroplast. The mRNA is cell-to-cell mobile.	ATCNFU3,NFU3	IR	AT4G25910_P1	AT4G25910_ID3	gun1_3h	WT_3h
5238	AT4G33520	Encodes a putative metal-transporting P-type ATPase PAA1.  An alternative-splicing event of the PAA1 pre-mRNA produces a copper chaperon named PCH1. The mRNA is cell-to-cell mobile.	AtHMAC6,HMA6,PAA1,PCH1	A3	AT4G33520_P2	AT4G33520_JC7	gun1_3h	WT_3h
5239	AT4G33520	Encodes a putative metal-transporting P-type ATPase PAA1.  An alternative-splicing event of the PAA1 pre-mRNA produces a copper chaperon named PCH1. The mRNA is cell-to-cell mobile.	AtHMAC6,HMA6,PAA1,PCH1	ES	AT4G33520_P2	AT4G33520_JC7	gun1_3h	WT_3h
5244	AT4G35770	Senescence-associated gene that is strongly induced by phosphate starvation.  Transcripts are differentially regulated at the level of mRNA stability at different times of day. mRNAs are targets of the mRNA degradation pathway mediated by the downstream (DST) instability determinant.	ATSEN1,DIN1,SEN1,SEN1	A3	AT4G35770_P4	AT4G35770_c2	gun1_3h	WT_3h
5245	AT4G35770	Senescence-associated gene that is strongly induced by phosphate starvation.  Transcripts are differentially regulated at the level of mRNA stability at different times of day. mRNAs are targets of the mRNA degradation pathway mediated by the downstream (DST) instability determinant.	ATSEN1,DIN1,SEN1,SEN1	A3	AT4G35770_P1	AT4G35770_c2	gun1_3h	WT_3h
5246	AT4G35770	Senescence-associated gene that is strongly induced by phosphate starvation.  Transcripts are differentially regulated at the level of mRNA stability at different times of day. mRNAs are targets of the mRNA degradation pathway mediated by the downstream (DST) instability determinant.	ATSEN1,DIN1,SEN1,SEN1	IR	AT4G35770_P4	AT4G35770_c2	gun1_3h	WT_3h
5247	AT4G35770	Senescence-associated gene that is strongly induced by phosphate starvation.  Transcripts are differentially regulated at the level of mRNA stability at different times of day. mRNAs are targets of the mRNA degradation pathway mediated by the downstream (DST) instability determinant.	ATSEN1,DIN1,SEN1,SEN1	IR	AT4G35770_P1	AT4G35770_P2	gun1_3h	WT_3h
5327	AT5G24120	Encodes a specialized sigma factor that functions in regulation of plastid genes  and is responsible for the light-dependent transcription at the psbD LRP. Activation of SIG5 is dependent upon blue light and mediated by cryptochromes.	ATSIG5,SIG5,SIGE	IR	AT5G24120_P1	AT5G24120_c2	gun1_3h	WT_3h
5408	AT5G53860	Encodes a plant-specific protein with a domain similar to the central cysteine-rich domain of DnaJ proteins. It is involved in chloroplast and leaf development.	ANU7,EMB2737,EMB64	A3	AT5G53860.3	AT5G53860.2	gun1_3h	WT_3h
5409	AT5G53860	Encodes a plant-specific protein with a domain similar to the central cysteine-rich domain of DnaJ proteins. It is involved in chloroplast and leaf development.	ANU7,EMB2737,EMB64	A5	AT5G53860.3	AT5G53860.2	gun1_3h	WT_3h
5410	AT5G53860	Encodes a plant-specific protein with a domain similar to the central cysteine-rich domain of DnaJ proteins. It is involved in chloroplast and leaf development.	ANU7,EMB2737,EMB64	ES	AT5G53860.3	AT5G53860.2	gun1_3h	WT_3h
5411	AT5G53860	Encodes a plant-specific protein with a domain similar to the central cysteine-rich domain of DnaJ proteins. It is involved in chloroplast and leaf development.	ANU7,EMB2737,EMB64	A3	AT5G53860.3	AT5G53860_JS9	gun1_3h	WT_3h
5412	AT5G53860	Encodes a plant-specific protein with a domain similar to the central cysteine-rich domain of DnaJ proteins. It is involved in chloroplast and leaf development.	ANU7,EMB2737,EMB64	A5	AT5G53860.3	AT5G53860_JS9	gun1_3h	WT_3h
5413	AT5G53860	Encodes a plant-specific protein with a domain similar to the central cysteine-rich domain of DnaJ proteins. It is involved in chloroplast and leaf development.	ANU7,EMB2737,EMB64	ES	AT5G53860.3	AT5G53860_JS9	gun1_3h	WT_3h
5414	AT5G53860	Encodes a plant-specific protein with a domain similar to the central cysteine-rich domain of DnaJ proteins. It is involved in chloroplast and leaf development.	ANU7,EMB2737,EMB64	IR	AT5G53860.3	AT5G53860_JS9	gun1_3h	WT_3h
5468	AT5G65685	SS5 is a chloroplast-localized protein that is related to the canonical starch synthases (most closely to SS4), but is catalytically inactive. Arabidopsis ss5 mutants have near-normal total transitory starch contents, but produce fewer and larger starch granules in their chloroplast. SS5 can bind to starch in vitro, and interacts with MRC/PII1 in vivo.		A5	AT5G65685_ID9	AT5G65685_ID26	gun1_3h	WT_3h
5469	AT5G65685	SS5 is a chloroplast-localized protein that is related to the canonical starch synthases (most closely to SS4), but is catalytically inactive. Arabidopsis ss5 mutants have near-normal total transitory starch contents, but produce fewer and larger starch granules in their chloroplast. SS5 can bind to starch in vitro, and interacts with MRC/PII1 in vivo.		IR	AT5G65685_ID9	AT5G65685_ID26	gun1_3h	WT_3h
5470	AT5G66190	Encodes a leaf-type ferredoxin:NADP(H) oxidoreductase.  It is present in both chloroplast stroma and thylakoid membranes but is more abundant in the thylakoid.  The affinity of this enzyme for ferredoxin is slightly, but significantly, higher than AtLFNR2, an isoform of the same enzyme.  AtLFNR1 forms a heterodimer with AtFNR2 and is also a prerequisite to attach AtFNR2 to the thylakoid membrane.	ATLFNR1,FNR1,LFNR1	A5	AT5G66190.1	AT5G66190_ID15	gun1_3h	WT_3h
5542	AT1G71720	Encodes a chloroplast localized protein that regulates the translation of Ycf1 by binding to its mRNA. It is involved in the biogenesis of photosynthetic complexes.	PBR1,PDE338,RLSB	A5	AT1G71720_P1	AT1G71720_ID18	gun1_24h	WT_24h
5543	AT1G71720	Encodes a chloroplast localized protein that regulates the translation of Ycf1 by binding to its mRNA. It is involved in the biogenesis of photosynthetic complexes.	PBR1,PDE338,RLSB	IR	AT1G71720_P1	AT1G71720_ID18	gun1_24h	WT_24h
5544	AT1G71720	Encodes a chloroplast localized protein that regulates the translation of Ycf1 by binding to its mRNA. It is involved in the biogenesis of photosynthetic complexes.	PBR1,PDE338,RLSB	IR	AT1G71720_P1	AT1G71720_ID7	gun1_24h	WT_24h
5558	AT2G01140	Aldolase superfamily protein;(source:Araport11)	AtFBA3,FBA3,PDE345	A5	AT2G01140_ID4	AT2G01140.1	gun1_24h	WT_24h
5559	AT2G01140	Aldolase superfamily protein;(source:Araport11)	AtFBA3,FBA3,PDE345	A3	AT2G01140_ID4	AT2G01140.1	gun1_24h	WT_24h
5594	AT2G31955	COFACTOR OF NITRATE REDUCTASE AND XANTHINE DEHYDROGENASE 2. Encodes a protein involved in molybdenum cofactor biosynthesis. Homologous to E.coli moaA. Expression is abundant in all tissues examined, particularly in roots. Appears to have targeting signals for chloroplast or mitochondria.	CNX2	IR	AT2G31955_ID48	AT2G31955_ID45	gun1_24h	WT_24h
5595	AT2G31955	COFACTOR OF NITRATE REDUCTASE AND XANTHINE DEHYDROGENASE 2. Encodes a protein involved in molybdenum cofactor biosynthesis. Homologous to E.coli moaA. Expression is abundant in all tissues examined, particularly in roots. Appears to have targeting signals for chloroplast or mitochondria.	CNX2	A5	AT2G31955_ID48	AT2G31955_ID45	gun1_24h	WT_24h
5658	AT3G27190	One of the homologous genes predicted to encode proteins with UPRT domains (Uracil phosphoribosyltransferase). Five of these genes (At5g40870, At3g27190, At1g55810, At4g26510 and At3g27440) show a high level of identity, and are annotated as also containing a N-terminal uracil kinase (UK) domain. These genes are referred to as UKL1 (UK-like 1), UKL2, UKL3, UKL4 and UKL5, respectively.	UKL2	A3	AT3G27190_P1	AT3G27190_ID3	gun1_24h	WT_24h
5659	AT3G27190	One of the homologous genes predicted to encode proteins with UPRT domains (Uracil phosphoribosyltransferase). Five of these genes (At5g40870, At3g27190, At1g55810, At4g26510 and At3g27440) show a high level of identity, and are annotated as also containing a N-terminal uracil kinase (UK) domain. These genes are referred to as UKL1 (UK-like 1), UKL2, UKL3, UKL4 and UKL5, respectively.	UKL2	MES	AT3G27190_P1	AT3G27190_ID3	gun1_24h	WT_24h
5678	AT3G63370	Encodes a chloroplast RNA editing factor.	OTP86	IR	AT3G63370_c3	AT3G63370_c2	gun1_24h	WT_24h
5679	AT3G63370	Encodes a chloroplast RNA editing factor.	OTP86	IR	AT3G63370_P1	AT3G63370_c2	gun1_24h	WT_24h
5728	AT4G38380	MATE efflux family protein;(source:Araport11)		A3	AT4G38380_ID1	AT4G38380_P3	gun1_24h	WT_24h
5729	AT4G38380	MATE efflux family protein;(source:Araport11)		A3	AT4G38380_P5	AT4G38380_P3	gun1_24h	WT_24h
5730	AT4G38380	MATE efflux family protein;(source:Araport11)		A5	AT4G38380_P5	AT4G38380_P3	gun1_24h	WT_24h
5731	AT4G38380	MATE efflux family protein;(source:Araport11)		IR	AT4G38380_P5	AT4G38380_P3	gun1_24h	WT_24h
5732	AT4G38380	MATE efflux family protein;(source:Araport11)		IR	AT4G38380_ID1	AT4G38380_P3	gun1_24h	WT_24h
